park,ride,type,day,hour,wait
Magic Kingdom,Walt Disney's Carousel of Progress,Standby,2023-09-09,15:00,5
Magic Kingdom,Walt Disney's Enchanted Tiki Room,Standby,2023-09-09,15:00,0
EPCOT,Beauty and the Beast Sing-Along,Standby,2023-09-09,15:00,0
EPCOT,Canada Far and Wdie in Circle-Vision 360,Standby,2023-09-09,15:00,0
EPCOT,Disney and Pixar Short Film Festival,Standby,2023-09-09,15:00,0
EPCOT,Frozen Ever After,Standby,2023-09-09,15:00,80
EPCOT,Gran Fiesta Tour Starring the Three Caballeros,Standby,2023-09-09,15:00,20
EPCOT,Guardians of the Galaxy: Cosmic Rewind,Virtual Queue,2023-09-09,15:00,na
EPCOT,Journey into Imagination with Figment,Standby,2023-09-09,15:00,20
EPCOT,Living with the Land,Standby,2023-09-09,15:00,10
EPCOT,Mission: SPACE,Standby,2023-09-09,15:00,10
EPCOT,Reflections of China,Standby,2023-09-09,15:00,0
EPCOT,Remy's Ratatouille Adventure,Standby,2023-09-09,15:00,85
EPCOT,Seas with Nemo & Friends,Standby,2023-09-09,15:00,5
EPCOT,Soarin' Around the World,Standby,2023-09-09,15:00,35
EPCOT,Spaceship Earth,Standby,2023-09-09,15:00,15
EPCOT,Test Track,Standby,2023-09-09,15:00,65
EPCOT,Turtle Talk with Crush,Standby,2023-09-09,15:00,15
Hollywood Studios,Alien Swirling Saucers,Standby,2023-09-09,15:00,30
Hollywood Studios,Lightning McQueen's Racing Academy,Standby,2023-09-09,15:00,15
Hollywood Studios,Meet Ariel at Walt Disney Presents,Standby,2023-09-09,15:00,0
Hollywood Studios,Meet Disney Stars at Red Carpet,Standby,2023-09-09,15:00,40
Hollywood Studios,Meet Edna Mode at the Edna Mode Experience,Standby,2023-09-09,15:00,15
Hollywood Studios,Meet Olaf at Celebrity Spotlight,Standby,2023-09-09,15:00,5
Hollywood Studios,Mickey & Minnies Runaway Rallway,Standby,2023-09-09,15:00,na
Hollywood Studios,Millennium Falcon: Smugglers Run,Standby,2023-09-09,15:00,60
Hollywood Studios,Muppet Vision 3D,Standby,2023-09-09,15:00,10
Hollywood Studios,Rock 'n' Roller Coaster,Standby,2023-09-09,15:00,70
Hollywood Studios,Slinky Dog Dash,Standby,2023-09-09,15:00,95
Hollywood Studios,Star Tours,Standby,2023-09-09,15:00,10
Hollywood Studios,Star Wars Launch Bay: Meet Chewbacca,Standby,2023-09-09,15:00,15
Hollywood Studios,Star Wars: Rise of the Resistance,Standby,2023-09-09,15:00,105
Hollywood Studios,Toy Story Mania!,Standby,2023-09-09,15:00,65
Hollywood Studios,Tower of Terror,Standby,2023-09-09,15:00,80
Animal Kingdom,Avatar Flight of Passage,Standby,2023-09-09,15:00,65
Animal Kingdom,DINOSAUR,Standby,2023-09-09,15:00,10
Animal Kingdom,Expedition Everest,Standby,2023-09-09,15:00,25
Animal Kingdom,Gorilla Falls Exploration Trail,Standby,2023-09-09,15:00,0
Animal Kingdom,It's Tough to be a Bug,Standby,2023-09-09,15:00,10
Animal Kingdom,Kali River Rapids,Standby,2023-09-09,15:00,30
Animal Kingdom,Kilimanjaro Safaris,Standby,2023-09-09,15:00,25
Animal Kingdom,Maharajah Jungle Trek,Standby,2023-09-09,15:00,0
Animal Kingdom,Meet Favorite Disney Pals at Adventurers Outpost,Standby,2023-09-09,15:00,30
Animal Kingdom,Na'vi River Journey,Standby,2023-09-09,15:00,50
Animal Kingdom,TriceraTop Spin,Standby,2023-09-09,15:00,10
Magic Kingdom,Astro Orbiter,Standby,2023-09-09,16:00,15
Magic Kingdom,Barnstormer,Standby,2023-09-09,16:00,15
Magic Kingdom,Big Thunder Mountain Railroad,Standby,2023-09-09,16:00,65
Magic Kingdom,Buzz Lightyear's Space Ranger Spin,Standby,2023-09-09,16:00,25
Magic Kingdom,Country Bear Jamboree,Standby,2023-09-09,16:00,0
Magic Kingdom,Dumbo the Flying Elephant,Standby,2023-09-09,16:00,20
Magic Kingdom,Enchanted Tales with Belle,Standby,2023-09-09,16:00,20
Magic Kingdom,Hall of Presidents,Standby,2023-09-09,16:00,0
Magic Kingdom,Haunted Mansion,Standby,2023-09-09,16:00,45
Magic Kingdom,It's a small world,Standby,2023-09-09,16:00,30
Magic Kingdom,Jungle Cruise,Standby,2023-09-09,16:00,65
Magic Kingdom,Liberty Square Riverboat,Standby,2023-09-09,16:00,0
Magic Kingdom,Mad Tea Party,Standby,2023-09-09,16:00,5
Magic Kingdom,Magic Carpets of Aladdin,Standby,2023-09-09,16:00,20
Magic Kingdom,Many Adventure of Winnie the Pooh,Standby,2023-09-09,16:00,30
Magic Kingdom,Meet Ariel at Her Grotto,Standby,2023-09-09,16:00,45
Magic Kingdom,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,Standby,2023-09-09,16:00,45
Magic Kingdom,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,Standby,2023-09-09,16:00,10
Magic Kingdom,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,Standby,2023-09-09,16:00,15
Magic Kingdom,Meet Mickey at Town Square Theater,Standby,2023-09-09,16:00,45
Magic Kingdom,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,Standby,2023-09-09,16:00,35
Magic Kingdom,Mickey's PhilharMagic,Standby,2023-09-09,16:00,15
Magic Kingdom,Monsters Inc. Laugh Floor,Standby,2023-09-09,16:00,15
Magic Kingdom,Peter Pan's Flight,Standby,2023-09-09,16:00,75
Magic Kingdom,Pirates of the Caribbean,Standby,2023-09-09,16:00,65
Magic Kingdom,Prince Charming Regal Carrousel,Standby,2023-09-09,16:00,5
Magic Kingdom,Seven Dwarfs Mine Train,Standby,2023-09-09,16:00,70
Magic Kingdom,Space Mountain,Standby,2023-09-09,16:00,40
Magic Kingdom,Swiss Family Treehouse,Standby,2023-09-09,16:00,0
Magic Kingdom,Tom Sawyer Island,Standby,2023-09-09,16:00,0
Magic Kingdom,Tomorrowland Speedway,Standby,2023-09-09,16:00,15
Magic Kingdom,Tomorrowland Transit Authority PeopleMover,Standby,2023-09-09,16:00,10
Magic Kingdom,TRON Lightcycle/Run,Virtual Queue,2023-09-09,16:00,na
Magic Kingdom,Under the Sea - Journey of the Little Mermaid,Standby,2023-09-09,16:00,25
Magic Kingdom,Walt Disney's Carousel of Progress,Standby,2023-09-09,16:00,5
Magic Kingdom,Walt Disney's Enchanted Tiki Room,Standby,2023-09-09,16:00,0
EPCOT,Beauty and the Beast Sing-Along,Standby,2023-09-09,16:00,0
EPCOT,Canada Far and Wdie in Circle-Vision 360,Standby,2023-09-09,16:00,0
EPCOT,Disney and Pixar Short Film Festival,Standby,2023-09-09,16:00,0
EPCOT,Frozen Ever After,Standby,2023-09-09,16:00,70
EPCOT,Gran Fiesta Tour Starring the Three Caballeros,Standby,2023-09-09,16:00,10
EPCOT,Guardians of the Galaxy: Cosmic Rewind,Virtual Queue,2023-09-09,16:00,na
EPCOT,Journey into Imagination with Figment,Standby,2023-09-09,16:00,30
EPCOT,Living with the Land,Standby,2023-09-09,16:00,10
EPCOT,Mission: SPACE,Standby,2023-09-09,16:00,15
EPCOT,Reflections of China,Standby,2023-09-09,16:00,0
EPCOT,Remy's Ratatouille Adventure,Standby,2023-09-09,16:00,80
EPCOT,Seas with Nemo & Friends,Standby,2023-09-09,16:00,5
EPCOT,Soarin' Around the World,Standby,2023-09-09,16:00,40
EPCOT,Spaceship Earth,Standby,2023-09-09,16:00,5
EPCOT,Test Track,Standby,2023-09-09,16:00,50
EPCOT,Turtle Talk with Crush,Standby,2023-09-09,16:00,15
Hollywood Studios,Alien Swirling Saucers,Standby,2023-09-09,16:00,15
Hollywood Studios,Lightning McQueen's Racing Academy,Standby,2023-09-09,16:00,15
Hollywood Studios,Meet Ariel at Walt Disney Presents,Standby,2023-09-09,16:00,0
Hollywood Studios,Meet Disney Stars at Red Carpet,Standby,2023-09-09,16:00,40
Hollywood Studios,Meet Edna Mode at the Edna Mode Experience,Standby,2023-09-09,16:00,5
Hollywood Studios,Meet Olaf at Celebrity Spotlight,Standby,2023-09-09,16:00,10
Hollywood Studios,Mickey & Minnies Runaway Rallway,Standby,2023-09-09,16:00,50
Hollywood Studios,Millennium Falcon: Smugglers Run,Standby,2023-09-09,16:00,40
Hollywood Studios,Muppet Vision 3D,Standby,2023-09-09,16:00,10
Hollywood Studios,Rock 'n' Roller Coaster,Standby,2023-09-09,16:00,55
Hollywood Studios,Slinky Dog Dash,Standby,2023-09-09,16:00,80
Hollywood Studios,Star Tours,Standby,2023-09-09,16:00,10
Hollywood Studios,Star Wars Launch Bay: Meet Chewbacca,Standby,2023-09-09,16:00,25
Hollywood Studios,Star Wars: Rise of the Resistance,Standby,2023-09-09,16:00,40
Hollywood Studios,Toy Story Mania!,Standby,2023-09-09,16:00,60
Hollywood Studios,Tower of Terror,Standby,2023-09-09,16:00,35
Animal Kingdom,Avatar Flight of Passage,Standby,2023-09-09,16:00,115
Animal Kingdom,DINOSAUR,Standby,2023-09-09,16:00,15
Animal Kingdom,Expedition Everest,Standby,2023-09-09,16:00,20
Animal Kingdom,Gorilla Falls Exploration Trail,Standby,2023-09-09,16:00,0
Animal Kingdom,It's Tough to be a Bug,Standby,2023-09-09,16:00,10
Animal Kingdom,Kali River Rapids,Standby,2023-09-09,16:00,15
Animal Kingdom,Kilimanjaro Safaris,Standby,2023-09-09,16:00,20
Animal Kingdom,Maharajah Jungle Trek,Standby,2023-09-09,16:00,0
Animal Kingdom,Meet Favorite Disney Pals at Adventurers Outpost,Standby,2023-09-09,16:00,45
Animal Kingdom,Na'vi River Journey,Standby,2023-09-09,16:00,105
Animal Kingdom,TriceraTop Spin,Standby,2023-09-09,16:00,10
Magic Kingdom,Astro Orbiter,Standby,2023-09-09,17:00,20
Magic Kingdom,Barnstormer,Standby,2023-09-09,17:00,10
Magic Kingdom,Big Thunder Mountain Railroad,Standby,2023-09-09,17:00,35
Magic Kingdom,Buzz Lightyear's Space Ranger Spin,Standby,2023-09-09,17:00,35
Magic Kingdom,Country Bear Jamboree,Standby,2023-09-09,17:00,0
Magic Kingdom,Dumbo the Flying Elephant,Standby,2023-09-09,17:00,15
Magic Kingdom,Enchanted Tales with Belle,Standby,2023-09-09,17:00,20
Magic Kingdom,Hall of Presidents,Standby,2023-09-09,17:00,0
Magic Kingdom,Haunted Mansion,Standby,2023-09-09,17:00,50
Magic Kingdom,It's a small world,Standby,2023-09-09,17:00,25
Magic Kingdom,Jungle Cruise,Standby,2023-09-09,17:00,50
Magic Kingdom,Liberty Square Riverboat,Standby,2023-09-09,17:00,0
Magic Kingdom,Mad Tea Party,Standby,2023-09-09,17:00,15
Magic Kingdom,Magic Carpets of Aladdin,Standby,2023-09-09,17:00,10
Magic Kingdom,Many Adventure of Winnie the Pooh,Standby,2023-09-09,17:00,25
Magic Kingdom,Meet Ariel at Her Grotto,Standby,2023-09-09,17:00,30
Magic Kingdom,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,Standby,2023-09-09,17:00,25
Magic Kingdom,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,Standby,2023-09-09,17:00,45
Magic Kingdom,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,Standby,2023-09-09,17:00,45
Magic Kingdom,Meet Mickey at Town Square Theater,Standby,2023-09-09,17:00,30
Magic Kingdom,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,Standby,2023-09-09,17:00,45
Magic Kingdom,Mickey's PhilharMagic,Standby,2023-09-09,17:00,15
Magic Kingdom,Monsters Inc. Laugh Floor,Standby,2023-09-09,17:00,15
Magic Kingdom,Peter Pan's Flight,Standby,2023-09-09,17:00,75
Magic Kingdom,Pirates of the Caribbean,Standby,2023-09-09,17:00,30
Magic Kingdom,Prince Charming Regal Carrousel,Standby,2023-09-09,17:00,na
Magic Kingdom,Seven Dwarfs Mine Train,Standby,2023-09-09,17:00,70
Magic Kingdom,Space Mountain,Standby,2023-09-09,17:00,50
Magic Kingdom,Swiss Family Treehouse,Standby,2023-09-09,17:00,0
Magic Kingdom,Tom Sawyer Island,Standby,2023-09-09,17:00,0
Magic Kingdom,Tomorrowland Speedway,Standby,2023-09-09,17:00,20
Magic Kingdom,Tomorrowland Transit Authority PeopleMover,Standby,2023-09-09,17:00,10
Magic Kingdom,TRON Lightcycle/Run,Virtual Queue,2023-09-09,17:00,na
Magic Kingdom,Under the Sea - Journey of the Little Mermaid,Standby,2023-09-09,17:00,30
Magic Kingdom,Walt Disney's Carousel of Progress,Standby,2023-09-09,17:00,5
Magic Kingdom,Walt Disney's Enchanted Tiki Room,Standby,2023-09-09,17:00,0
EPCOT,Beauty and the Beast Sing-Along,Standby,2023-09-09,17:00,0
EPCOT,Canada Far and Wdie in Circle-Vision 360,Standby,2023-09-09,17:00,0
EPCOT,Disney and Pixar Short Film Festival,Standby,2023-09-09,17:00,0
EPCOT,Frozen Ever After,Standby,2023-09-09,17:00,90
EPCOT,Gran Fiesta Tour Starring the Three Caballeros,Standby,2023-09-09,17:00,15
EPCOT,Guardians of the Galaxy: Cosmic Rewind,Virtual Queue,2023-09-09,17:00,na
EPCOT,Journey into Imagination with Figment,Standby,2023-09-09,17:00,20
EPCOT,Living with the Land,Standby,2023-09-09,17:00,10
EPCOT,Mission: SPACE,Standby,2023-09-09,17:00,15
EPCOT,Reflections of China,Standby,2023-09-09,17:00,0
EPCOT,Remy's Ratatouille Adventure,Standby,2023-09-09,17:00,70
EPCOT,Seas with Nemo & Friends,Standby,2023-09-09,17:00,5
EPCOT,Soarin' Around the World,Standby,2023-09-09,17:00,30
EPCOT,Spaceship Earth,Standby,2023-09-09,17:00,5
EPCOT,Test Track,Standby,2023-09-09,17:00,45
EPCOT,Turtle Talk with Crush,Standby,2023-09-09,17:00,15
Hollywood Studios,Alien Swirling Saucers,Standby,2023-09-09,17:00,10
Hollywood Studios,Lightning McQueen's Racing Academy,Standby,2023-09-09,17:00,15
Hollywood Studios,Meet Ariel at Walt Disney Presents,Standby,2023-09-09,17:00,na
Hollywood Studios,Meet Disney Stars at Red Carpet,Standby,2023-09-09,17:00,30
Hollywood Studios,Meet Edna Mode at the Edna Mode Experience,Standby,2023-09-09,17:00,na
Hollywood Studios,Meet Olaf at Celebrity Spotlight,Standby,2023-09-09,17:00,10
Hollywood Studios,Mickey & Minnies Runaway Rallway,Standby,2023-09-09,17:00,na
Hollywood Studios,Millennium Falcon: Smugglers Run,Standby,2023-09-09,17:00,45
Hollywood Studios,Muppet Vision 3D,Standby,2023-09-09,17:00,10
Hollywood Studios,Rock 'n' Roller Coaster,Standby,2023-09-09,17:00,65
Hollywood Studios,Slinky Dog Dash,Standby,2023-09-09,17:00,95
Hollywood Studios,Star Tours,Standby,2023-09-09,17:00,5
Hollywood Studios,Star Wars Launch Bay: Meet Chewbacca,Standby,2023-09-09,17:00,15
Hollywood Studios,Star Wars: Rise of the Resistance,Standby,2023-09-09,17:00,60
Hollywood Studios,Toy Story Mania!,Standby,2023-09-09,17:00,65
Hollywood Studios,Tower of Terror,Standby,2023-09-09,17:00,45
Animal Kingdom,Avatar Flight of Passage,Standby,2023-09-09,17:00,70
Animal Kingdom,DINOSAUR,Standby,2023-09-09,17:00,10
Animal Kingdom,Expedition Everest,Standby,2023-09-09,17:00,20
Animal Kingdom,Gorilla Falls Exploration Trail,Standby,2023-09-09,17:00,0
Animal Kingdom,It's Tough to be a Bug,Standby,2023-09-09,17:00,10
Animal Kingdom,Kali River Rapids,Standby,2023-09-09,17:00,10
Animal Kingdom,Kilimanjaro Safaris,Standby,2023-09-09,17:00,10
Animal Kingdom,Maharajah Jungle Trek,Standby,2023-09-09,17:00,0
Animal Kingdom,Meet Favorite Disney Pals at Adventurers Outpost,Standby,2023-09-09,17:00,40
Animal Kingdom,Na'vi River Journey,Standby,2023-09-09,17:00,80
Animal Kingdom,TriceraTop Spin,Standby,2023-09-09,17:00,5
Magic Kingdom,Astro Orbiter,Standby,2023-09-09,18:00,25
Magic Kingdom,Barnstormer,Standby,2023-09-09,18:00,25
Magic Kingdom,Big Thunder Mountain Railroad,Standby,2023-09-09,18:00,65
Magic Kingdom,Buzz Lightyear's Space Ranger Spin,Standby,2023-09-09,18:00,65
Magic Kingdom,Country Bear Jamboree,Standby,2023-09-09,18:00,0
Magic Kingdom,Dumbo the Flying Elephant,Standby,2023-09-09,18:00,25
Magic Kingdom,Enchanted Tales with Belle,Standby,2023-09-09,18:00,20
Magic Kingdom,Hall of Presidents,Standby,2023-09-09,18:00,0
Magic Kingdom,Haunted Mansion,Standby,2023-09-09,18:00,35
Magic Kingdom,It's a small world,Standby,2023-09-09,18:00,15
Magic Kingdom,Jungle Cruise,Standby,2023-09-09,18:00,50
Magic Kingdom,Liberty Square Riverboat,Standby,2023-09-09,18:00,0
Magic Kingdom,Mad Tea Party,Standby,2023-09-09,18:00,10
Magic Kingdom,Magic Carpets of Aladdin,Standby,2023-09-09,18:00,15
Magic Kingdom,Many Adventure of Winnie the Pooh,Standby,2023-09-09,18:00,40
Magic Kingdom,Meet Ariel at Her Grotto,Standby,2023-09-09,18:00,30
Magic Kingdom,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,Standby,2023-09-09,18:00,25
Magic Kingdom,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,Standby,2023-09-09,18:00,45
Magic Kingdom,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,Standby,2023-09-09,18:00,45
Magic Kingdom,Meet Mickey at Town Square Theater,Standby,2023-09-09,18:00,15
Magic Kingdom,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,Standby,2023-09-09,18:00,45
Magic Kingdom,Mickey's PhilharMagic,Standby,2023-09-09,18:00,15
Magic Kingdom,Monsters Inc. Laugh Floor,Standby,2023-09-09,18:00,10
Magic Kingdom,Peter Pan's Flight,Standby,2023-09-09,18:00,65
Magic Kingdom,Pirates of the Caribbean,Standby,2023-09-09,18:00,45
Magic Kingdom,Prince Charming Regal Carrousel,Standby,2023-09-09,18:00,5
Magic Kingdom,Seven Dwarfs Mine Train,Standby,2023-09-09,18:00,75
Magic Kingdom,Space Mountain,Standby,2023-09-09,18:00,na
Magic Kingdom,Swiss Family Treehouse,Standby,2023-09-09,18:00,0
Magic Kingdom,Tom Sawyer Island,Standby,2023-09-09,18:00,na
Magic Kingdom,Tomorrowland Speedway,Standby,2023-09-09,18:00,20
Magic Kingdom,Tomorrowland Transit Authority PeopleMover,Standby,2023-09-09,18:00,20
Magic Kingdom,TRON Lightcycle/Run,Virtual Queue,2023-09-09,18:00,na
Magic Kingdom,Under the Sea - Journey of the Little Mermaid,Standby,2023-09-09,18:00,10
Magic Kingdom,Walt Disney's Carousel of Progress,Standby,2023-09-09,18:00,5
Magic Kingdom,Walt Disney's Enchanted Tiki Room,Standby,2023-09-09,18:00,0
EPCOT,Beauty and the Beast Sing-Along,Standby,2023-09-09,18:00,0
EPCOT,Canada Far and Wdie in Circle-Vision 360,Standby,2023-09-09,18:00,0
EPCOT,Disney and Pixar Short Film Festival,Standby,2023-09-09,18:00,0
EPCOT,Frozen Ever After,Standby,2023-09-09,18:00,80
EPCOT,Gran Fiesta Tour Starring the Three Caballeros,Standby,2023-09-09,18:00,15
EPCOT,Guardians of the Galaxy: Cosmic Rewind,Virtual Queue,2023-09-09,18:00,na
EPCOT,Journey into Imagination with Figment,Standby,2023-09-09,18:00,10
EPCOT,Living with the Land,Standby,2023-09-09,18:00,5
EPCOT,Mission: SPACE,Standby,2023-09-09,18:00,10
EPCOT,Reflections of China,Standby,2023-09-09,18:00,0
EPCOT,Remy's Ratatouille Adventure,Standby,2023-09-09,18:00,75
EPCOT,Seas with Nemo & Friends,Standby,2023-09-09,18:00,5
EPCOT,Soarin' Around the World,Standby,2023-09-09,18:00,20
EPCOT,Spaceship Earth,Standby,2023-09-09,18:00,5
EPCOT,Test Track,Standby,2023-09-09,18:00,40
EPCOT,Turtle Talk with Crush,Standby,2023-09-09,18:00,15
Hollywood Studios,Alien Swirling Saucers,Standby,2023-09-09,18:00,15
Hollywood Studios,Lightning McQueen's Racing Academy,Standby,2023-09-09,18:00,15
Hollywood Studios,Meet Ariel at Walt Disney Presents,Standby,2023-09-09,18:00,na
Hollywood Studios,Meet Disney Stars at Red Carpet,Standby,2023-09-09,18:00,30
Hollywood Studios,Meet Edna Mode at the Edna Mode Experience,Standby,2023-09-09,18:00,na
Hollywood Studios,Meet Olaf at Celebrity Spotlight,Standby,2023-09-09,18:00,na
Hollywood Studios,Mickey & Minnies Runaway Rallway,Standby,2023-09-09,18:00,na
Hollywood Studios,Millennium Falcon: Smugglers Run,Standby,2023-09-09,18:00,40
Hollywood Studios,Muppet Vision 3D,Standby,2023-09-09,18:00,10
Hollywood Studios,Rock 'n' Roller Coaster,Standby,2023-09-09,18:00,40
Hollywood Studios,Slinky Dog Dash,Standby,2023-09-09,18:00,85
Hollywood Studios,Star Tours,Standby,2023-09-09,18:00,5
Hollywood Studios,Star Wars Launch Bay: Meet Chewbacca,Standby,2023-09-09,18:00,15
Hollywood Studios,Star Wars: Rise of the Resistance,Standby,2023-09-09,18:00,60
Hollywood Studios,Toy Story Mania!,Standby,2023-09-09,18:00,45
Hollywood Studios,Tower of Terror,Standby,2023-09-09,18:00,40
Animal Kingdom,Avatar Flight of Passage,Standby,2023-09-09,18:00,90
Animal Kingdom,DINOSAUR,Standby,2023-09-09,18:00,15
Animal Kingdom,Expedition Everest,Standby,2023-09-09,18:00,20
Animal Kingdom,Gorilla Falls Exploration Trail,Standby,2023-09-09,18:00,0
Animal Kingdom,It's Tough to be a Bug,Standby,2023-09-09,18:00,10
Animal Kingdom,Kali River Rapids,Standby,2023-09-09,18:00,5
Animal Kingdom,Kilimanjaro Safaris,Standby,2023-09-09,18:00,20
Animal Kingdom,Maharajah Jungle Trek,Standby,2023-09-09,18:00,0
Animal Kingdom,Meet Favorite Disney Pals at Adventurers Outpost,Standby,2023-09-09,18:00,na
Animal Kingdom,Na'vi River Journey,Standby,2023-09-09,18:00,75
Animal Kingdom,TriceraTop Spin,Standby,2023-09-09,18:00,5
Magic Kingdom,Astro Orbiter,Standby,2023-09-09,19:00,25
Magic Kingdom,Barnstormer,Standby,2023-09-09,19:00,25
Magic Kingdom,Big Thunder Mountain Railroad,Standby,2023-09-09,19:00,30
Magic Kingdom,Buzz Lightyear's Space Ranger Spin,Standby,2023-09-09,19:00,40
Magic Kingdom,Country Bear Jamboree,Standby,2023-09-09,19:00,0
Magic Kingdom,Dumbo the Flying Elephant,Standby,2023-09-09,19:00,25
Magic Kingdom,Enchanted Tales with Belle,Standby,2023-09-09,19:00,25
Magic Kingdom,Hall of Presidents,Standby,2023-09-09,19:00,0
Magic Kingdom,Haunted Mansion,Standby,2023-09-09,19:00,50
Magic Kingdom,It's a small world,Standby,2023-09-09,19:00,15
Magic Kingdom,Jungle Cruise,Standby,2023-09-09,19:00,65
Magic Kingdom,Liberty Square Riverboat,Standby,2023-09-09,19:00,na
Magic Kingdom,Mad Tea Party,Standby,2023-09-09,19:00,10
Magic Kingdom,Magic Carpets of Aladdin,Standby,2023-09-09,19:00,10
Magic Kingdom,Many Adventure of Winnie the Pooh,Standby,2023-09-09,19:00,45
Magic Kingdom,Meet Ariel at Her Grotto,Standby,2023-09-09,19:00,na
Magic Kingdom,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,Standby,2023-09-09,19:00,50
Magic Kingdom,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,Standby,2023-09-09,19:00,na
Magic Kingdom,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,Standby,2023-09-09,19:00,na
Magic Kingdom,Meet Mickey at Town Square Theater,Standby,2023-09-09,19:00,20
Magic Kingdom,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,Standby,2023-09-09,19:00,45
Magic Kingdom,Mickey's PhilharMagic,Standby,2023-09-09,19:00,15
Magic Kingdom,Monsters Inc. Laugh Floor,Standby,2023-09-09,19:00,10
Magic Kingdom,Peter Pan's Flight,Standby,2023-09-09,19:00,65
Magic Kingdom,Pirates of the Caribbean,Standby,2023-09-09,19:00,20
Magic Kingdom,Prince Charming Regal Carrousel,Standby,2023-09-09,19:00,5
Magic Kingdom,Seven Dwarfs Mine Train,Standby,2023-09-09,19:00,80
Magic Kingdom,Space Mountain,Standby,2023-09-09,19:00,0
Magic Kingdom,Swiss Family Treehouse,Standby,2023-09-09,19:00,0
Magic Kingdom,Tom Sawyer Island,Standby,2023-09-09,19:00,na
Magic Kingdom,Tomorrowland Speedway,Standby,2023-09-09,19:00,15
Magic Kingdom,Tomorrowland Transit Authority PeopleMover,Standby,2023-09-09,19:00,15
Magic Kingdom,TRON Lightcycle/Run,Virtual Queue,2023-09-09,19:00,na
Magic Kingdom,Under the Sea - Journey of the Little Mermaid,Standby,2023-09-09,19:00,10
Magic Kingdom,Walt Disney's Carousel of Progress,Standby,2023-09-09,19:00,5
Magic Kingdom,Walt Disney's Enchanted Tiki Room,Standby,2023-09-09,19:00,0
EPCOT,Beauty and the Beast Sing-Along,Standby,2023-09-09,19:00,na
EPCOT,Canada Far and Wdie in Circle-Vision 360,Standby,2023-09-09,19:00,0
EPCOT,Disney and Pixar Short Film Festival,Standby,2023-09-09,19:00,0
EPCOT,Frozen Ever After,Standby,2023-09-09,19:00,55
EPCOT,Gran Fiesta Tour Starring the Three Caballeros,Standby,2023-09-09,19:00,15
EPCOT,Guardians of the Galaxy: Cosmic Rewind,Virtual Queue,2023-09-09,19:00,na
EPCOT,Journey into Imagination with Figment,Standby,2023-09-09,19:00,10
EPCOT,Living with the Land,Standby,2023-09-09,19:00,5
EPCOT,Mission: SPACE,Standby,2023-09-09,19:00,15
EPCOT,Reflections of China,Standby,2023-09-09,19:00,0
EPCOT,Remy's Ratatouille Adventure,Standby,2023-09-09,19:00,65
EPCOT,Seas with Nemo & Friends,Standby,2023-09-09,19:00,5
EPCOT,Soarin' Around the World,Standby,2023-09-09,19:00,15
EPCOT,Spaceship Earth,Standby,2023-09-09,19:00,5
EPCOT,Test Track,Standby,2023-09-09,19:00,45
EPCOT,Turtle Talk with Crush,Standby,2023-09-09,19:00,15
Hollywood Studios,Alien Swirling Saucers,Standby,2023-09-09,19:00,20
Hollywood Studios,Lightning McQueen's Racing Academy,Standby,2023-09-09,19:00,15
Hollywood Studios,Meet Ariel at Walt Disney Presents,Standby,2023-09-09,19:00,na
Hollywood Studios,Meet Disney Stars at Red Carpet,Standby,2023-09-09,19:00,30
Hollywood Studios,Meet Edna Mode at the Edna Mode Experience,Standby,2023-09-09,19:00,na
Hollywood Studios,Meet Olaf at Celebrity Spotlight,Standby,2023-09-09,19:00,na
Hollywood Studios,Mickey & Minnies Runaway Rallway,Standby,2023-09-09,19:00,50
Hollywood Studios,Millennium Falcon: Smugglers Run,Standby,2023-09-09,19:00,30
Hollywood Studios,Muppet Vision 3D,Standby,2023-09-09,19:00,10
Hollywood Studios,Rock 'n' Roller Coaster,Standby,2023-09-09,19:00,65
Hollywood Studios,Slinky Dog Dash,Standby,2023-09-09,19:00,75
Hollywood Studios,Star Tours,Standby,2023-09-09,19:00,5
Hollywood Studios,Star Wars Launch Bay: Meet Chewbacca,Standby,2023-09-09,19:00,na
Hollywood Studios,Star Wars: Rise of the Resistance,Standby,2023-09-09,19:00,70
Hollywood Studios,Toy Story Mania!,Standby,2023-09-09,19:00,60
Hollywood Studios,Tower of Terror,Standby,2023-09-09,19:00,45
Magic Kingdom,Astro Orbiter,Standby,2023-09-09,20:00,25
Magic Kingdom,Barnstormer,Standby,2023-09-09,20:00,15
Magic Kingdom,Big Thunder Mountain Railroad,Standby,2023-09-09,20:00,35
